engagement_id,record_id,metric_name,metric_value,denominator_name,denominator_value,normalized_value,collection_timestamp,provenance_ids,comparability_note
EN-000522,LI-7462625377295704064,public_interactions,97,creator_median_public_interactions,69,1.4057971014492754,2026-08-02T18:05:05.577Z,PV-00566,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000523,LI-7462706420459855872,public_interactions,5,creator_median_public_interactions,8.5,0.5882352941176471,2026-08-02T18:05:05.577Z,PV-00931,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000524,LI-7462756369956229120,public_interactions,169,creator_median_public_interactions,235,0.7191489361702128,2026-08-02T18:05:05.577Z,PV-00121|PV-00503,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000525,LI-7462819434639056896,public_interactions,219,creator_median_public_interactions,224,0.9776785714285714,2026-08-02T18:05:05.577Z,PV-00123|PV-00504,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000526,LI-7462849163488129024,public_interactions,79,creator_median_public_interactions,28,2.8214285714285716,2026-08-02T18:05:05.577Z,PV-00858,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000527,LI-7462859734006657024,public_interactions,40,creator_median_public_interactions,8,5,2026-08-02T18:05:05.577Z,PV-00899,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000528,LI-7463106339859263488,public_interactions,20,creator_median_public_interactions,12,1.6666666666666667,2026-08-02T18:05:05.577Z,PV-00692,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000529,LI-7463113970900422656,public_interactions,30,creator_median_public_interactions,21,1.4285714285714286,2026-08-02T18:05:05.577Z,PV-00873,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000530,LI-7463131085422374913,public_interactions,217,creator_median_public_interactions,183.5,1.1825613079019073,2026-08-02T18:05:05.577Z,PV-00845,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000531,LI-7463202442491650048,public_interactions,401,creator_median_public_interactions,476,0.842436974789916,2026-08-02T18:05:05.577Z,PV-00120|PV-00502,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000532,LI-7463226077616852993,public_interactions,22,creator_median_public_interactions,28,0.7857142857142857,2026-08-02T18:05:05.577Z,PV-00859,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000533,LI-7463261082535481344,public_interactions,30,creator_median_public_interactions,22,1.3636363636363635,2026-08-02T18:05:05.577Z,PV-00926,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000534,LI-7463472301951352833,public_interactions,131,creator_median_public_interactions,105,1.2476190476190476,2026-08-02T18:05:05.577Z,PV-00559,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000535,LI-7463531450043129856,public_interactions,400,creator_median_public_interactions,451.5,0.8859357696566998,2026-08-02T18:05:05.577Z,PV-00811,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000536,LI-7463536681170919425,public_interactions,5,creator_median_public_interactions,22,0.22727272727272727,2026-08-02T18:05:05.577Z,PV-00927,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000537,LI-7463539968095756288,public_interactions,65,creator_median_public_interactions,94,0.6914893617021277,2026-08-02T18:05:05.577Z,PV-00676,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000538,LI-7463812207601156096,public_interactions,7,creator_median_public_interactions,8.5,0.8235294117647058,2026-08-02T18:05:05.577Z,PV-00932,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000539,LI-7464359058666524674,public_interactions,74,creator_median_public_interactions,69,1.0724637681159421,2026-08-02T18:05:05.577Z,PV-00567,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000540,LI-7464634136339693569,public_interactions,172,creator_median_public_interactions,183.5,0.9373297002724795,2026-08-02T18:05:05.577Z,PV-00846,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000541,LI-7464665881563009024,public_interactions,105,creator_median_public_interactions,69,1.5217391304347827,2026-08-02T18:05:05.577Z,PV-00568,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000542,LI-7464702976905957377,impressions,581,,,,2026-08-02T17:54:44.671Z,PV-00994,Raw observation; no valid denominator available.
EN-000543,LI-7464702976905957377,reactions,4,impressions,581,0.0068846815834767644,2026-08-02T17:54:44.671Z,PV-00994,Within-post rate; compare only at similar maturity and audience conditions.
EN-000544,LI-7464702976905957377,comments,0,impressions,581,0,2026-08-02T17:54:44.671Z,PV-00994,Within-post rate; compare only at similar maturity and audience conditions.
EN-000545,LI-7464702976905957377,reposts,0,impressions,581,0,2026-08-02T17:54:44.671Z,PV-00994,Within-post rate; compare only at similar maturity and audience conditions.
EN-000546,LI-7464702976905957377,saves,3,impressions,581,0.0051635111876075735,2026-08-02T17:54:44.671Z,PV-00994,Within-post rate; compare only at similar maturity and audience conditions.
EN-000547,LI-7464702976905957377,sends,0,impressions,581,0,2026-08-02T17:54:44.671Z,PV-00994,Within-post rate; compare only at similar maturity and audience conditions.
EN-000548,LI-7464702976905957377,profile_viewers_from_post,3,impressions,581,0.0051635111876075735,2026-08-02T17:54:44.671Z,PV-00994,Within-post rate; compare only at similar maturity and audience conditions.
EN-000549,LI-7464702976905957377,followers_gained,2,impressions,581,0.0034423407917383822,2026-08-02T17:54:44.671Z,PV-00994,Within-post rate; compare only at similar maturity and audience conditions.
EN-000550,LI-7464702976905957377,public_interactions,4,creator_median_public_interactions,,,2026-08-02T17:54:44.671Z,PV-00994,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000551,LI-7464707927912869890,public_interactions,118,creator_median_public_interactions,94,1.2553191489361701,2026-08-02T18:05:05.577Z,PV-00677,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000552,LI-7464809815878361089,public_interactions,49,creator_median_public_interactions,183.5,0.2670299727520436,2026-08-02T18:05:05.577Z,PV-00847,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000553,LI-7464835200104087552,public_interactions,9,creator_median_public_interactions,8.5,1.0588235294117647,2026-08-02T18:05:05.577Z,PV-00933,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000554,LI-7464918323516928000,public_interactions,11,creator_median_public_interactions,12,0.9166666666666666,2026-08-02T18:05:05.577Z,PV-00693,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000555,LI-7464933759554015232,public_interactions,134,creator_median_public_interactions,235,0.5702127659574469,2026-08-02T18:05:05.577Z,PV-00113|PV-00501,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000556,LI-7464950856669458432,public_interactions,897,creator_median_public_interactions,7,128.14285714285714,2026-08-02T18:05:05.577Z,PV-00108|PV-00498,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000557,LI-7464969341328019456,public_interactions,18,creator_median_public_interactions,16,1.125,2026-08-02T18:05:05.577Z,PV-00497,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000558,LI-7465008937407356928,public_interactions,4514,creator_median_public_interactions,1373,3.2876911871813546,2026-08-02T18:05:05.577Z,PV-00100|PV-00491,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000559,LI-7465034323709186048,public_interactions,31,creator_median_public_interactions,28,1.1071428571428572,2026-08-02T18:05:05.577Z,PV-00654,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000560,LI-7465040047424331776,impressions,383,,,,2026-08-02T17:54:45.415Z,PV-00995,Raw observation; no valid denominator available.
EN-000561,LI-7465040047424331776,reactions,7,impressions,383,0.018276762402088774,2026-08-02T17:54:45.415Z,PV-00995,Within-post rate; compare only at similar maturity and audience conditions.
EN-000562,LI-7465040047424331776,comments,0,impressions,383,0,2026-08-02T17:54:45.415Z,PV-00995,Within-post rate; compare only at similar maturity and audience conditions.
EN-000563,LI-7465040047424331776,reposts,0,impressions,383,0,2026-08-02T17:54:45.415Z,PV-00995,Within-post rate; compare only at similar maturity and audience conditions.
EN-000564,LI-7465040047424331776,saves,0,impressions,383,0,2026-08-02T17:54:45.415Z,PV-00995,Within-post rate; compare only at similar maturity and audience conditions.
EN-000565,LI-7465040047424331776,sends,0,impressions,383,0,2026-08-02T17:54:45.415Z,PV-00995,Within-post rate; compare only at similar maturity and audience conditions.
EN-000566,LI-7465040047424331776,profile_viewers_from_post,0,impressions,383,0,2026-08-02T17:54:45.415Z,PV-00995,Within-post rate; compare only at similar maturity and audience conditions.
EN-000567,LI-7465040047424331776,followers_gained,0,impressions,383,0,2026-08-02T17:54:45.415Z,PV-00995,Within-post rate; compare only at similar maturity and audience conditions.
EN-000568,LI-7465040047424331776,public_interactions,7,creator_median_public_interactions,,,2026-08-02T17:54:45.415Z,PV-00995,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000569,LI-7465092347228286976,public_interactions,28,creator_median_public_interactions,28,1,2026-08-02T18:05:05.577Z,PV-00860,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000570,LI-7465257989516734465,public_interactions,10,creator_median_public_interactions,8.5,1.1764705882352942,2026-08-02T18:05:05.577Z,PV-00934,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000571,LI-7465280694563360769,public_interactions,12,creator_median_public_interactions,12,1,2026-08-02T18:05:05.577Z,PV-00694,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000572,LI-7465291962489847808,public_interactions,50,creator_median_public_interactions,21,2.380952380952381,2026-08-02T18:05:05.577Z,PV-00874,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000573,LI-7465337376018481152,public_interactions,996,creator_median_public_interactions,494,2.016194331983806,2026-08-02T18:05:05.577Z,PV-00110|PV-00499,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000574,LI-7465341043337555968,public_interactions,1636,creator_median_public_interactions,1009,1.6214073339940536,2026-08-02T18:05:05.577Z,PV-00098|PV-00489,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000575,LI-7465384748870365184,public_interactions,438,creator_median_public_interactions,451.5,0.9700996677740864,2026-08-02T18:05:05.577Z,PV-00812,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000576,LI-7465466286412582912,public_interactions,63,creator_median_public_interactions,58,1.0862068965517242,2026-08-02T18:05:05.577Z,PV-00600,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000577,LI-7465471685111001089,public_interactions,98,creator_median_public_interactions,94,1.0425531914893618,2026-08-02T18:05:05.577Z,PV-00678,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000578,LI-7465522069384892416,public_interactions,75,creator_median_public_interactions,69,1.0869565217391304,2026-08-02T18:05:05.577Z,PV-00569,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000579,LI-7465643078197116929,public_interactions,13,creator_median_public_interactions,12,1.0833333333333333,2026-08-02T18:05:05.577Z,PV-00695,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000580,LI-7465654357552824320,public_interactions,785,creator_median_public_interactions,235,3.3404255319148937,2026-08-02T18:05:05.577Z,PV-00103|PV-00494,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000581,LI-7465695889701990400,public_interactions,2095,creator_median_public_interactions,1373,1.5258557902403496,2026-08-02T18:05:05.577Z,PV-00105|PV-00496,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000582,LI-7465701646250070016,public_interactions,550,creator_median_public_interactions,342,1.608187134502924,2026-08-02T18:05:05.577Z,PV-00102|PV-00493,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000583,LI-7465725796934918144,public_interactions,276,creator_median_public_interactions,183.5,1.5040871934604905,2026-08-02T18:05:05.577Z,PV-00848,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000584,LI-7465748779611197440,public_interactions,1356,creator_median_public_interactions,905,1.4983425414364642,2026-08-02T18:05:05.577Z,PV-00104|PV-00495,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000585,LI-7465809158206865409,public_interactions,288,creator_median_public_interactions,287.5,1.0017391304347827,2026-08-02T18:05:05.577Z,PV-00550,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000586,LI-7466005473142390786,public_interactions,10,creator_median_public_interactions,12,0.8333333333333334,2026-08-02T18:05:05.577Z,PV-00696,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000587,LI-7466035659451916289,public_interactions,516,creator_median_public_interactions,451.5,1.1428571428571428,2026-08-02T18:05:05.577Z,PV-00813,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000588,LI-7466137551251378176,public_interactions,38,creator_median_public_interactions,45,0.8444444444444444,2026-08-02T18:05:05.577Z,PV-00093|PV-00487,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000589,LI-7466284750220058624,public_interactions,10,creator_median_public_interactions,8.5,1.1764705882352942,2026-08-02T18:05:05.577Z,PV-00935,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000590,LI-7466444154139488256,public_interactions,37,creator_median_public_interactions,12,3.0833333333333335,2026-08-02T18:05:05.577Z,PV-00697,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000591,LI-7466609394596761600,public_interactions,17,creator_median_public_interactions,21,0.8095238095238095,2026-08-02T18:05:05.577Z,PV-00875,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000592,LI-7466778079034769408,public_interactions,312,creator_median_public_interactions,235,1.327659574468085,2026-08-02T18:05:05.577Z,PV-00101|PV-00492,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000593,LI-7466821513392865280,public_interactions,2252,creator_median_public_interactions,1373,1.640203932993445,2026-08-02T18:05:05.577Z,PV-00099|PV-00490,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000594,LI-7466896472748351488,public_interactions,59,creator_median_public_interactions,105,0.5619047619047619,2026-08-02T18:05:05.577Z,PV-00560,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000595,LI-7467145571863166978,public_interactions,17,creator_median_public_interactions,17,1,2026-08-02T18:05:05.577Z,PV-00744,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000596,LI-7467168415565197313,public_interactions,584,creator_median_public_interactions,717,0.8145048814504882,2026-08-02T18:05:05.577Z,PV-00097|PV-00488,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000597,LI-7467180779857416192,public_interactions,0,creator_median_public_interactions,1,0,2026-08-02T18:05:05.577Z,PV-00748,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000598,LI-7467206999731027968,public_interactions,25,creator_median_public_interactions,28,0.8928571428571429,2026-08-02T18:05:05.577Z,PV-00655,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000599,LI-7467221672685654016,impressions,343,,,,2026-08-02T17:54:46.144Z,PV-00996,Raw observation; no valid denominator available.
EN-000600,LI-7467221672685654016,reactions,5,impressions,343,0.014577259475218658,2026-08-02T17:54:46.144Z,PV-00996,Within-post rate; compare only at similar maturity and audience conditions.
EN-000601,LI-7467221672685654016,comments,0,impressions,343,0,2026-08-02T17:54:46.144Z,PV-00996,Within-post rate; compare only at similar maturity and audience conditions.
EN-000602,LI-7467221672685654016,reposts,0,impressions,343,0,2026-08-02T17:54:46.144Z,PV-00996,Within-post rate; compare only at similar maturity and audience conditions.
EN-000603,LI-7467221672685654016,saves,0,impressions,343,0,2026-08-02T17:54:46.144Z,PV-00996,Within-post rate; compare only at similar maturity and audience conditions.
EN-000604,LI-7467221672685654016,sends,0,impressions,343,0,2026-08-02T17:54:46.144Z,PV-00996,Within-post rate; compare only at similar maturity and audience conditions.
EN-000605,LI-7467221672685654016,profile_viewers_from_post,1,impressions,343,0.0029154518950437317,2026-08-02T17:54:46.144Z,PV-00996,Within-post rate; compare only at similar maturity and audience conditions.
EN-000606,LI-7467221672685654016,followers_gained,0,impressions,343,0,2026-08-02T17:54:46.144Z,PV-00996,Within-post rate; compare only at similar maturity and audience conditions.
EN-000607,LI-7467221672685654016,public_interactions,5,creator_median_public_interactions,,,2026-08-02T17:54:46.144Z,PV-00996,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000608,LI-7467356814473580544,public_interactions,83,creator_median_public_interactions,94,0.8829787234042553,2026-08-02T18:05:05.577Z,PV-00679,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000609,LI-7467371932720648192,public_interactions,12,creator_median_public_interactions,8.5,1.411764705882353,2026-08-02T18:05:05.577Z,PV-00936,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000610,LI-7467455065461600256,public_interactions,7,creator_median_public_interactions,12,0.5833333333333334,2026-08-02T18:05:05.577Z,PV-00698,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000611,LI-7467466295870103552,public_interactions,11,creator_median_public_interactions,21,0.5238095238095238,2026-08-02T18:05:05.577Z,PV-00876,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000612,LI-7467514617423044608,public_interactions,272,creator_median_public_interactions,183.5,1.4822888283378746,2026-08-02T18:05:05.577Z,PV-00849,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000613,LI-7467520842059513857,public_interactions,8,creator_median_public_interactions,22,0.36363636363636365,2026-08-02T18:05:05.577Z,PV-00928,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000614,LI-7467570674081964033,public_interactions,31,creator_median_public_interactions,28,1.1071428571428572,2026-08-02T18:05:05.577Z,PV-00861,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000615,LI-7467577059809345536,public_interactions,3,creator_median_public_interactions,1,3,2026-08-02T18:05:05.577Z,PV-00749,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000616,LI-7467587218128310272,impressions,644,,,,2026-08-02T17:54:46.935Z,PV-00997,Raw observation; no valid denominator available.
EN-000617,LI-7467587218128310272,reactions,8,impressions,644,0.012422360248447204,2026-08-02T17:54:46.935Z,PV-00997,Within-post rate; compare only at similar maturity and audience conditions.
EN-000618,LI-7467587218128310272,comments,3,impressions,644,0.004658385093167702,2026-08-02T17:54:46.935Z,PV-00997,Within-post rate; compare only at similar maturity and audience conditions.
EN-000619,LI-7467587218128310272,reposts,0,impressions,644,0,2026-08-02T17:54:46.935Z,PV-00997,Within-post rate; compare only at similar maturity and audience conditions.
EN-000620,LI-7467587218128310272,saves,1,impressions,644,0.0015527950310559005,2026-08-02T17:54:46.935Z,PV-00997,Within-post rate; compare only at similar maturity and audience conditions.
EN-000621,LI-7467587218128310272,sends,0,impressions,644,0,2026-08-02T17:54:46.935Z,PV-00997,Within-post rate; compare only at similar maturity and audience conditions.
EN-000622,LI-7467587218128310272,profile_viewers_from_post,4,impressions,644,0.006211180124223602,2026-08-02T17:54:46.935Z,PV-00997,Within-post rate; compare only at similar maturity and audience conditions.
EN-000623,LI-7467587218128310272,followers_gained,3,impressions,644,0.004658385093167702,2026-08-02T17:54:46.935Z,PV-00997,Within-post rate; compare only at similar maturity and audience conditions.
EN-000624,LI-7467587218128310272,public_interactions,11,creator_median_public_interactions,,,2026-08-02T17:54:46.935Z,PV-00997,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000625,LI-7467643115722690562,public_interactions,40,creator_median_public_interactions,58,0.6896551724137931,2026-08-02T18:05:05.577Z,PV-00601,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000626,LI-7467736779111124992,public_interactions,61,creator_median_public_interactions,183.5,0.33242506811989103,2026-08-02T18:05:05.577Z,PV-00850,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000627,LI-7467791493144064000,public_interactions,3,creator_median_public_interactions,1,3,2026-08-02T18:05:05.577Z,PV-00750,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000628,LI-7467902902553116672,public_interactions,57,creator_median_public_interactions,22,2.590909090909091,2026-08-02T18:05:05.577Z,PV-00929,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000629,LI-7467923303068942336,public_interactions,72,creator_median_public_interactions,66,1.0909090909090908,2026-08-02T18:05:05.577Z,PV-00820,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000630,LI-7467939388312686593,public_interactions,4,creator_median_public_interactions,1,4,2026-08-02T18:05:05.577Z,PV-00751,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000631,LI-7467950882337214464,public_interactions,34,creator_median_public_interactions,28,1.2142857142857142,2026-08-02T18:05:05.577Z,PV-00862,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000632,LI-7468034825975812096,public_interactions,41,creator_median_public_interactions,58,0.7068965517241379,2026-08-02T18:05:05.577Z,PV-00602,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000633,LI-7468126920757571584,public_interactions,4,creator_median_public_interactions,8.5,0.47058823529411764,2026-08-02T18:05:05.577Z,PV-00937,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000634,LI-7468179834582626304,public_interactions,10,creator_median_public_interactions,12,0.8333333333333334,2026-08-02T18:05:05.577Z,PV-00699,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000635,LI-7468187348632203264,public_interactions,48,creator_median_public_interactions,21,2.2857142857142856,2026-08-02T18:05:05.577Z,PV-00877,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000636,LI-7468262826755653632,public_interactions,59,creator_median_public_interactions,66,0.8939393939393939,2026-08-02T18:05:05.577Z,PV-00821,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000637,LI-7468273032877379584,public_interactions,35,creator_median_public_interactions,16,2.1875,2026-08-02T18:05:05.577Z,PV-00713,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000638,LI-7468279103163596800,public_interactions,249,creator_median_public_interactions,217.5,1.1448275862068966,2026-08-02T18:05:05.577Z,PV-00092|PV-00486,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000639,LI-7468289223264026625,public_interactions,2,creator_median_public_interactions,1,2,2026-08-02T18:05:05.577Z,PV-00752,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000640,LI-7468363976897220608,public_interactions,183,creator_median_public_interactions,105,1.7428571428571429,2026-08-02T18:05:05.577Z,PV-00561,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000641,LI-7468366772329459712,public_interactions,65,creator_median_public_interactions,56,1.1607142857142858,2026-08-02T18:05:05.577Z,PV-00790,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000642,LI-7468396710642339841,public_interactions,31,creator_median_public_interactions,58,0.5344827586206896,2026-08-02T18:05:05.577Z,PV-00603,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000643,LI-7468602533284974592,public_interactions,1991,creator_median_public_interactions,1009,1.973240832507433,2026-08-02T18:05:05.577Z,PV-00089|PV-00485,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000644,LI-7468680956875558912,public_interactions,151,creator_median_public_interactions,66,2.287878787878788,2026-08-02T18:05:05.577Z,PV-00822,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000645,LI-7468851664175804416,public_interactions,5,creator_median_public_interactions,8.5,0.5882352941176471,2026-08-02T18:05:05.577Z,PV-00938,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000646,LI-7468986861345087488,public_interactions,527,creator_median_public_interactions,590.5,0.8924640135478408,2026-08-02T18:05:05.577Z,PV-00088|PV-00484,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000647,LI-7469015680311427072,public_interactions,8,creator_median_public_interactions,16,0.5,2026-08-02T18:05:05.577Z,PV-00714,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000648,LI-7469415927730622464,public_interactions,77,creator_median_public_interactions,69,1.1159420289855073,2026-08-02T18:05:05.577Z,PV-00570,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000649,LI-7469706903196082176,impressions,249,,,,2026-08-02T17:54:47.665Z,PV-00998,Raw observation; no valid denominator available.
EN-000650,LI-7469706903196082176,reactions,2,impressions,249,0.008032128514056224,2026-08-02T17:54:47.665Z,PV-00998,Within-post rate; compare only at similar maturity and audience conditions.
EN-000651,LI-7469706903196082176,comments,0,impressions,249,0,2026-08-02T17:54:47.665Z,PV-00998,Within-post rate; compare only at similar maturity and audience conditions.
EN-000652,LI-7469706903196082176,reposts,0,impressions,249,0,2026-08-02T17:54:47.665Z,PV-00998,Within-post rate; compare only at similar maturity and audience conditions.
EN-000653,LI-7469706903196082176,saves,2,impressions,249,0.008032128514056224,2026-08-02T17:54:47.665Z,PV-00998,Within-post rate; compare only at similar maturity and audience conditions.
EN-000654,LI-7469706903196082176,sends,0,impressions,249,0,2026-08-02T17:54:47.665Z,PV-00998,Within-post rate; compare only at similar maturity and audience conditions.
EN-000655,LI-7469706903196082176,profile_viewers_from_post,0,impressions,249,0,2026-08-02T17:54:47.665Z,PV-00998,Within-post rate; compare only at similar maturity and audience conditions.
EN-000656,LI-7469706903196082176,followers_gained,0,impressions,249,0,2026-08-02T17:54:47.665Z,PV-00998,Within-post rate; compare only at similar maturity and audience conditions.
EN-000657,LI-7469706903196082176,public_interactions,2,creator_median_public_interactions,,,2026-08-02T17:54:47.665Z,PV-00998,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000658,LI-7469729925793619968,public_interactions,16,creator_median_public_interactions,16,1,2026-08-02T18:05:05.577Z,PV-00715,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000659,LI-7469747266526973952,public_interactions,13,creator_median_public_interactions,28,0.4642857142857143,2026-08-02T18:05:05.577Z,PV-00656,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000660,LI-7469747412220403712,public_interactions,66,creator_median_public_interactions,66,1,2026-08-02T18:05:05.577Z,PV-00823,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000661,LI-7469811584203116544,public_interactions,55,creator_median_public_interactions,58,0.9482758620689655,2026-08-02T18:05:05.577Z,PV-00604,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000662,LI-7469953939745124352,public_interactions,11,creator_median_public_interactions,8.5,1.2941176470588236,2026-08-02T18:05:05.577Z,PV-00939,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
